"filename", "language", "Python", "JavaScript", "CSS", "HTML", "XML", "JSON", "comment", "blank", "total"
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/block.js", "JavaScript", 0, 205, 0, 0, 0, 0, 18, 68, 291
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/button.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 5, 23
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/card.js", "JavaScript", 0, 536, 0, 0, 0, 0, 27, 134, 697
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/cardpack/cardpack.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/cards_main.js", "JavaScript", 0, 84, 0, 0, 0, 0, 9, 25, 118
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/deck_cards.js", "JavaScript", 0, 207, 0, 0, 0, 0, 11, 44, 262
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/deckpage/book.js", "JavaScript", 0, 775, 0, 0, 0, 0, 19, 176, 970
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/deckpage/deck.html", "HTML", 0, 0, 0, 41, 0, 0, 0, 14, 55
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/deckpage/deck.js", "JavaScript", 0, 32, 0, 0, 0, 0, 1, 13, 46
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/deckpage/style.css", "CSS", 0, 0, 185, 0, 0, 0, 1, 19, 205
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/draw_card/draw.html", "HTML", 0, 0, 0, 28, 0, 0, 0, 5, 33
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/draw_card/draw.js", "JavaScript", 0, 49, 0, 0, 0, 0, 30, 21, 100
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/draw_card/draw_card.js", "JavaScript", 0, 217, 0, 0, 0, 0, 6, 37, 260
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/draw_card/pack.js", "JavaScript", 0, 128, 0, 0, 0, 0, 4, 41, 173
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/draw_card/style.css", "CSS", 0, 0, 102, 0, 0, 0, 1, 17, 120
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/homepage/deck_holder.js", "JavaScript", 0, 149, 0, 0, 0, 0, 3, 28, 180
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/homepage/decks.js", "JavaScript", 0, 74, 0, 0, 0, 0, 1, 25, 100
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/homepage/homepage.js", "JavaScript", 0, 34, 0, 0, 0, 0, 1, 12, 47
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/homepage/protectpage.html", "HTML", 0, 0, 0, 61, 0, 0, 0, 16, 77
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/homepage/style.css", "CSS", 0, 0, 184, 0, 0, 0, 3, 41, 228
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/image_source/deck_process/choose.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 4
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/image_source/deck_process/delete.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 4
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/loginpage/login.html", "HTML", 0, 0, 0, 91, 0, 0, 8, 21, 120
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/loginpage/login.js", "JavaScript", 0, 49, 0, 0, 0, 0, 5, 18, 72
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/loginpage/signup.html", "HTML", 0, 0, 0, 51, 0, 0, 0, 7, 58
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/loginpage/signup.js", "JavaScript", 0, 42, 0, 0, 0, 0, 8, 8, 58
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/loginpage/style.css", "CSS", 0, 0, 413, 0, 0, 0, 13, 85, 511
"/Users/xuanpeichen/Desktop/code/python/openai/webpages/rotation.js", "JavaScript", 0, 24, 0, 0, 0, 0, 0, 3, 27
"Total", "-", 1286, 2624, 884, 272, 8, 1513, 265, 1274, 8126
